ID_can,ID_ind,ID_pop,ID_sp,can,ind,pop,sp,dur,df,ci,pn,pr,pl,BS,TE,LAT,LONG
1753,73,11,1,42,5,saojosedatapera,Phyllomedusa_nordestina,0.059,2250,1.106,5,84.74576271,0.0056,34.35,19.5,-9.55907,-37.39052
1754,73,11,1,43,5,saojosedatapera,Phyllomedusa_nordestina,0.063,2250,1.211,5,79.36507937,0.0052,34.35,19.5,-9.55907,-37.39052
1755,73,11,1,44,5,saojosedatapera,Phyllomedusa_nordestina,0.062,2250,1.379,5,80.64516129,0.0056,34.35,19.5,-9.55907,-37.39052
1756,73,11,1,45,5,saojosedatapera,Phyllomedusa_nordestina,0.059,2250,1.217,5,84.74576271,0.0054,34.35,19.5,-9.55907,-37.39052
1757,73,11,1,46,5,saojosedatapera,Phyllomedusa_nordestina,0.059,2250,1.279,5,84.74576271,0.0048,34.35,19.5,-9.55907,-37.39052
1758,73,11,1,47,5,saojosedatapera,Phyllomedusa_nordestina,0.061,2250,1.396,5,81.96721311,0.0048,34.35,19.5,-9.55907,-37.39052
1759,73,11,1,48,5,saojosedatapera,Phyllomedusa_nordestina,0.062,2250,1.355,5,80.64516129,0.0054,34.35,19.5,-9.55907,-37.39052
1760,73,11,1,49,5,saojosedatapera,Phyllomedusa_nordestina,0.06,2250,1.358,5,83.33333333,0.0054,34.35,19.5,-9.55907,-37.39052
1761,73,11,1,50,5,saojosedatapera,Phyllomedusa_nordestina,0.059,2250,1.339,5,84.74576271,0.0056,34.35,19.5,-9.55907,-37.39052
1762,73,11,1,51,5,saojosedatapera,Phyllomedusa_nordestina,0.059,2250,NA,5,84.74576271,0.0052,34.35,19.5,-9.55907,-37.39052
1763,74,11,1,1,6,saojosedatapera,Phyllomedusa_nordestina,0.055,2250,43.814,4,72.72727273,0.00525,30.24,19.7,-9.55907,-37.39052
1764,74,11,1,2,6,saojosedatapera,Phyllomedusa_nordestina,0.021,2250,2.498,3,142.8571429,0.006333333,30.24,19.7,-9.55907,-37.39052
1765,74,11,1,3,6,saojosedatapera,Phyllomedusa_nordestina,0.05,2250,1.646,4,80,0.00625,30.24,19.7,-9.55907,-37.39052
1766,74,11,1,4,6,saojosedatapera,Phyllomedusa_nordestina,0.039,2250,1.725,4,102.5641026,0.0055,30.24,19.7,-9.55907,-37.39052
1767,74,11,1,5,6,saojosedatapera,Phyllomedusa_nordestina,0.04,2250,1.254,4,100,0.006,30.24,19.7,-9.55907,-37.39052
1768,74,11,1,6,6,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,1.415,4,97.56097561,0.00675,30.24,19.7,-9.55907,-37.39052
1769,74,11,1,7,6,saojosedatapera,Phyllomedusa_nordestina,0.04,2250,183.498,4,100,0.00675,30.24,19.7,-9.55907,-37.39052
1770,74,11,1,8,6,saojosedatapera,Phyllomedusa_nordestina,0.021,2250,5.372,3,142.8571429,0.006,30.24,19.7,-9.55907,-37.39052
1771,74,11,1,9,6,saojosedatapera,Phyllomedusa_nordestina,0.046,2250,4.148,4,86.95652174,0.00675,30.24,19.7,-9.55907,-37.39052
1772,74,11,1,10,6,saojosedatapera,Phyllomedusa_nordestina,0.045,2250,2.168,4,88.88888889,0.00675,30.24,19.7,-9.55907,-37.39052
1773,74,11,1,11,6,saojosedatapera,Phyllomedusa_nordestina,0.043,2250,1.766,4,93.02325581,0.00675,30.24,19.7,-9.55907,-37.39052
1774,74,11,1,12,6,saojosedatapera,Phyllomedusa_nordestina,0.042,2250,1.588,4,95.23809524,0.006,30.24,19.7,-9.55907,-37.39052
1775,74,11,1,13,6,saojosedatapera,Phyllomedusa_nordestina,0.04,2250,2.169,4,100,0.0055,30.24,19.7,-9.55907,-37.39052
1776,74,11,1,14,6,saojosedatapera,Phyllomedusa_nordestina,0.038,2250,1.8,4,105.2631579,0.00525,30.24,19.7,-9.55907,-37.39052
1777,74,11,1,15,6,saojosedatapera,Phyllomedusa_nordestina,0.038,2250,NA,4,105.2631579,0.00575,30.24,19.7,-9.55907,-37.39052
1778,75,11,1,1,7,saojosedatapera,Phyllomedusa_nordestina,0.045,2250,1.855,4,88.88888889,0.00525,29.57,19.7,-9.55907,-37.39052
1779,75,11,1,2,7,saojosedatapera,Phyllomedusa_nordestina,0.051,2250,2.086,4,78.43137255,0.00525,29.57,19.7,-9.55907,-37.39052
1780,75,11,1,3,7,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,2.678,4,97.56097561,0.00575,29.57,19.7,-9.55907,-37.39052
1781,75,11,1,4,7,saojosedatapera,Phyllomedusa_nordestina,0.041,2437.5,2.411,4,97.56097561,0.0055,29.57,19.7,-9.55907,-37.39052
1782,75,11,1,5,7,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,2.337,4,97.56097561,0.00575,29.57,19.7,-9.55907,-37.39052
1783,75,11,1,6,7,saojosedatapera,Phyllomedusa_nordestina,0.042,2250,159.804,4,95.23809524,0.005,29.57,19.7,-9.55907,-37.39052
1784,75,11,1,7,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2250,7.056,3,157.8947368,0.005,29.57,19.7,-9.55907,-37.39052
1785,75,11,1,8,7,saojosedatapera,Phyllomedusa_nordestina,0.023,2250,2.877,4,173.9130435,0.0045,29.57,19.7,-9.55907,-37.39052
1786,75,11,1,9,7,saojosedatapera,Phyllomedusa_nordestina,0.018,2250,2.445,3,166.6666667,0.004333333,29.57,19.7,-9.55907,-37.39052
1787,75,11,1,10,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2250,2.093,3,157.8947368,0.005,29.57,19.7,-9.55907,-37.39052
1788,75,11,1,11,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2437.5,2.247,3,157.8947368,0.005666667,29.57,19.7,-9.55907,-37.39052
1789,75,11,1,12,7,saojosedatapera,Phyllomedusa_nordestina,0.053,2250,35.068,4,75.47169811,0.0055,29.57,19.7,-9.55907,-37.39052
1790,75,11,1,13,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2437.5,2.712,3,157.8947368,0.005,29.57,19.7,-9.55907,-37.39052
1791,75,11,1,14,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2437.5,3.036,3,157.8947368,0.005666667,29.57,19.7,-9.55907,-37.39052
1792,75,11,1,15,7,saojosedatapera,Phyllomedusa_nordestina,0.019,2250,2.788,3,157.8947368,0.004333333,29.57,19.7,-9.55907,-37.39052
1793,75,11,1,16,7,saojosedatapera,Phyllomedusa_nordestina,0.02,2437.5,3.885,3,150,0.005333333,29.57,19.7,-9.55907,-37.39052
1794,75,11,1,17,7,saojosedatapera,Phyllomedusa_nordestina,0.049,2250,2.109,4,81.63265306,0.005,29.57,19.7,-9.55907,-37.39052
1795,75,11,1,18,7,saojosedatapera,Phyllomedusa_nordestina,0.021,2437.5,2.7,3,142.8571429,0.005666667,29.57,19.7,-9.55907,-37.39052
1796,75,11,1,19,7,saojosedatapera,Phyllomedusa_nordestina,0.046,2250,1.979,4,86.95652174,0.005,29.57,19.7,-9.55907,-37.39052
1797,75,11,1,20,7,saojosedatapera,Phyllomedusa_nordestina,0.041,2437.5,NA,4,97.56097561,0.00525,29.57,19.7,-9.55907,-37.39052
1798,76,11,1,1,8,saojosedatapera,Phyllomedusa_nordestina,0.022,2250,36.989,4,181.8181818,0.0055,30.92,19.5,-9.55907,-37.39052
1799,76,11,1,2,8,saojosedatapera,Phyllomedusa_nordestina,0.022,2250,1.975,3,136.3636364,0.004333333,30.92,19.5,-9.55907,-37.39052
1800,76,11,1,3,8,saojosedatapera,Phyllomedusa_nordestina,0.021,2437.5,2.032,3,142.8571429,0.005333333,30.92,19.5,-9.55907,-37.39052
1801,76,11,1,4,8,saojosedatapera,Phyllomedusa_nordestina,0.049,2437.5,3.067,4,81.63265306,0.004,30.92,19.5,-9.55907,-37.39052
1802,76,11,1,5,8,saojosedatapera,Phyllomedusa_nordestina,0.021,2437.5,1.837,3,142.8571429,0.005333333,30.92,19.5,-9.55907,-37.39052
1803,76,11,1,6,8,saojosedatapera,Phyllomedusa_nordestina,0.057,2437.5,2.031,4,70.1754386,0.0045,30.92,19.5,-9.55907,-37.39052
1804,76,11,1,7,8,saojosedatapera,Phyllomedusa_nordestina,0.054,2437.5,1.833,4,74.07407407,0.0045,30.92,19.5,-9.55907,-37.39052
1805,76,11,1,8,8,saojosedatapera,Phyllomedusa_nordestina,0.049,2250,2.24,4,81.63265306,0.005,30.92,19.5,-9.55907,-37.39052
1806,76,11,1,9,8,saojosedatapera,Phyllomedusa_nordestina,0.048,2437.5,2.384,4,83.33333333,0.0045,30.92,19.5,-9.55907,-37.39052
1807,76,11,1,10,8,saojosedatapera,Phyllomedusa_nordestina,0.046,2437.5,1.96,4,86.95652174,0.0045,30.92,19.5,-9.55907,-37.39052
1808,76,11,1,11,8,saojosedatapera,Phyllomedusa_nordestina,0.024,2437.5,64.443,3,125,0.005,30.92,19.5,-9.55907,-37.39052
1809,76,11,1,12,8,saojosedatapera,Phyllomedusa_nordestina,0.025,2625,4.775,3,120,0.005666667,30.92,19.5,-9.55907,-37.39052
1810,76,11,1,13,8,saojosedatapera,Phyllomedusa_nordestina,0.025,2625,2.814,3,120,0.007333333,30.92,19.5,-9.55907,-37.39052
1811,76,11,1,14,8,saojosedatapera,Phyllomedusa_nordestina,0.024,2437.5,2.454,3,125,0.006333333,30.92,19.5,-9.55907,-37.39052
1812,76,11,1,15,8,saojosedatapera,Phyllomedusa_nordestina,0.025,2437.5,1.651,3,120,0.006,30.92,19.5,-9.55907,-37.39052
1813,76,11,1,16,8,saojosedatapera,Phyllomedusa_nordestina,0.023,2437.5,1.741,3,130.4347826,0.006333333,30.92,19.5,-9.55907,-37.39052
1814,76,11,1,17,8,saojosedatapera,Phyllomedusa_nordestina,0.022,2437.5,1.463,3,136.3636364,0.005333333,30.92,19.5,-9.55907,-37.39052
1815,76,11,1,18,8,saojosedatapera,Phyllomedusa_nordestina,0.049,2437.5,1.478,4,81.63265306,0.00525,30.92,19.5,-9.55907,-37.39052
1816,76,11,1,19,8,saojosedatapera,Phyllomedusa_nordestina,0.024,2437.5,1.625,3,125,0.006,30.92,19.5,-9.55907,-37.39052
1817,76,11,1,20,8,saojosedatapera,Phyllomedusa_nordestina,0.049,2437.5,1.389,4,81.63265306,0.0055,30.92,19.5,-9.55907,-37.39052
1818,76,11,1,21,8,saojosedatapera,Phyllomedusa_nordestina,0.025,2437.5,1.771,3,120,0.006,30.92,19.5,-9.55907,-37.39052
1819,76,11,1,22,8,saojosedatapera,Phyllomedusa_nordestina,0.046,2437.5,1.566,4,86.95652174,0.005,30.92,19.5,-9.55907,-37.39052
1820,76,11,1,23,8,saojosedatapera,Phyllomedusa_nordestina,0.047,2437.5,1.45,4,85.10638298,0.005,30.92,19.5,-9.55907,-37.39052
1821,76,11,1,24,8,saojosedatapera,Phyllomedusa_nordestina,0.045,2250,1.569,4,88.88888889,0.005,30.92,19.5,-9.55907,-37.39052
1822,76,11,1,25,8,saojosedatapera,Phyllomedusa_nordestina,0.042,2250,1.583,4,95.23809524,0.00525,30.92,19.5,-9.55907,-37.39052
1823,76,11,1,26,8,saojosedatapera,Phyllomedusa_nordestina,0.045,2437.5,NA,4,88.88888889,0.005,30.92,19.5,-9.55907,-37.39052
1824,77,11,1,1,9,saojosedatapera,Phyllomedusa_nordestina,0.019,2250,2.008,3,157.8947368,0.005,31.25,19.5,-9.55907,-37.39052
1825,77,11,1,2,9,saojosedatapera,Phyllomedusa_nordestina,0.019,2062.5,2.304,3,157.8947368,0.005333333,31.25,19.5,-9.55907,-37.39052
1826,77,11,1,3,9,saojosedatapera,Phyllomedusa_nordestina,0.019,2250,2.515,3,157.8947368,0.004666667,31.25,19.5,-9.55907,-37.39052
1827,77,11,1,4,9,saojosedatapera,Phyllomedusa_nordestina,0.024,2250,16.932,4,166.6666667,0.006,31.25,19.5,-9.55907,-37.39052
1828,77,11,1,5,9,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,1.634,5,121.9512195,0.005,31.25,19.5,-9.55907,-37.39052
1829,77,11,1,6,9,saojosedatapera,Phyllomedusa_nordestina,0.038,2250,1.827,5,131.5789474,0.005,31.25,19.5,-9.55907,-37.39052
1830,77,11,1,7,9,saojosedatapera,Phyllomedusa_nordestina,0.038,2250,1.584,5,131.5789474,0.004,31.25,19.5,-9.55907,-37.39052
1831,77,11,1,8,9,saojosedatapera,Phyllomedusa_nordestina,0.035,2250,4.089,5,142.8571429,0.005,31.25,19.5,-9.55907,-37.39052
1832,77,11,1,9,9,saojosedatapera,Phyllomedusa_nordestina,0.02,2250,1.807,3,150,0.005,31.25,19.5,-9.55907,-37.39052
1833,77,11,1,10,9,saojosedatapera,Phyllomedusa_nordestina,0.02,2062.5,1.739,3,150,0.005666667,31.25,19.5,-9.55907,-37.39052
1834,77,11,1,11,9,saojosedatapera,Phyllomedusa_nordestina,0.019,2062.5,1.436,3,157.8947368,0.004,31.25,19.5,-9.55907,-37.39052
1835,77,11,1,12,9,saojosedatapera,Phyllomedusa_nordestina,0.02,2062.5,1.432,3,150,0.005,31.25,19.5,-9.55907,-37.39052
1836,77,11,1,13,9,saojosedatapera,Phyllomedusa_nordestina,0.021,2250,1.32,3,142.8571429,0.006333333,31.25,19.5,-9.55907,-37.39052
1837,77,11,1,14,9,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,1.543,4,166.6666667,0.004,31.25,19.5,-9.55907,-37.39052
1838,77,11,1,15,9,saojosedatapera,Phyllomedusa_nordestina,0.023,2062.5,1.273,4,173.9130435,0.003,31.25,19.5,-9.55907,-37.39052
1839,77,11,1,16,9,saojosedatapera,Phyllomedusa_nordestina,0.022,2062.5,1.327,3,136.3636364,0.005333333,31.25,19.5,-9.55907,-37.39052
1840,77,11,1,17,9,saojosedatapera,Phyllomedusa_nordestina,0.06,2062.5,1.342,4,66.66666667,0.00525,31.25,19.5,-9.55907,-37.39052
1841,77,11,1,18,9,saojosedatapera,Phyllomedusa_nordestina,0.055,2250,1.181,4,72.72727273,0.0055,31.25,19.5,-9.55907,-37.39052
1842,77,11,1,19,9,saojosedatapera,Phyllomedusa_nordestina,0.049,2062.5,1.324,4,81.63265306,0.005,31.25,19.5,-9.55907,-37.39052
1843,77,11,1,20,9,saojosedatapera,Phyllomedusa_nordestina,0.047,2062.5,1.044,4,85.10638298,0.0055,31.25,19.5,-9.55907,-37.39052
1844,77,11,1,21,9,saojosedatapera,Phyllomedusa_nordestina,0.047,2062.5,1.334,4,85.10638298,0.0055,31.25,19.5,-9.55907,-37.39052
1845,77,11,1,22,9,saojosedatapera,Phyllomedusa_nordestina,0.048,2250,1.187,4,83.33333333,0.005,31.25,19.5,-9.55907,-37.39052
1846,77,11,1,23,9,saojosedatapera,Phyllomedusa_nordestina,0.046,2062.5,1.028,4,86.95652174,0.00475,31.25,19.5,-9.55907,-37.39052
1847,77,11,1,24,9,saojosedatapera,Phyllomedusa_nordestina,0.056,2062.5,1.036,4,71.42857143,0.00575,31.25,19.5,-9.55907,-37.39052
1848,77,11,1,25,9,saojosedatapera,Phyllomedusa_nordestina,0.044,2062.5,1.037,4,90.90909091,0.00525,31.25,19.5,-9.55907,-37.39052
1849,77,11,1,26,9,saojosedatapera,Phyllomedusa_nordestina,0.044,2250,1.062,4,90.90909091,0.006,31.25,19.5,-9.55907,-37.39052
1850,77,11,1,27,9,saojosedatapera,Phyllomedusa_nordestina,0.044,2062.5,1.261,4,90.90909091,0.00525,31.25,19.5,-9.55907,-37.39052
1851,77,11,1,28,9,saojosedatapera,Phyllomedusa_nordestina,0.043,2062.5,1.254,4,93.02325581,0.005,31.25,19.5,-9.55907,-37.39052
1852,77,11,1,29,9,saojosedatapera,Phyllomedusa_nordestina,0.042,2062.5,1.428,4,95.23809524,0.0045,31.25,19.5,-9.55907,-37.39052
1853,77,11,1,30,9,saojosedatapera,Phyllomedusa_nordestina,0.042,2062.5,1.239,4,95.23809524,0.00475,31.25,19.5,-9.55907,-37.39052
1854,77,11,1,31,9,saojosedatapera,Phyllomedusa_nordestina,0.043,2062.5,1.265,4,93.02325581,0.005,31.25,19.5,-9.55907,-37.39052
1855,77,11,1,32,9,saojosedatapera,Phyllomedusa_nordestina,0.042,2062.5,1.317,4,95.23809524,0.005,31.25,19.5,-9.55907,-37.39052
1856,77,11,1,33,9,saojosedatapera,Phyllomedusa_nordestina,0.042,2062.5,1.284,4,95.23809524,0.00475,31.25,19.5,-9.55907,-37.39052
1857,77,11,1,34,9,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,1.182,4,97.56097561,0.005,31.25,19.5,-9.55907,-37.39052
1858,77,11,1,35,9,saojosedatapera,Phyllomedusa_nordestina,0.042,2062.5,1.382,4,95.23809524,0.0045,31.25,19.5,-9.55907,-37.39052
1859,77,11,1,36,9,saojosedatapera,Phyllomedusa_nordestina,0.041,2250,1.417,4,97.56097561,0.005,31.25,19.5,-9.55907,-37.39052
1860,77,11,1,37,9,saojosedatapera,Phyllomedusa_nordestina,0.043,2062.5,1.444,3,69.76744186,0.006,31.25,19.5,-9.55907,-37.39052
1861,77,11,1,38,9,saojosedatapera,Phyllomedusa_nordestina,0.041,2062.5,NA,4,97.56097561,0.0045,31.25,19.5,-9.55907,-37.39052
1862,78,11,1,1,10,saojosedatapera,Phyllomedusa_nordestina,0.023,1875,71.831,3,130.4347826,0.005333333,30.43,18.6,-9.55907,-37.39052
1863,78,11,1,2,10,saojosedatapera,Phyllomedusa_nordestina,0.024,1875,91.734,3,125,0.006333333,30.43,18.6,-9.55907,-37.39052
1864,78,11,1,3,10,saojosedatapera,Phyllomedusa_nordestina,0.024,1875,28.584,3,125,0.006333333,30.43,18.6,-9.55907,-37.39052
1865,78,11,1,4,10,saojosedatapera,Phyllomedusa_nordestina,0.027,2062.5,4.995,3,111.1111111,0.007333333,30.43,18.6,-9.55907,-37.39052
1866,78,11,1,5,10,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,4.651,3,125,0.006333333,30.43,18.6,-9.55907,-37.39052
1867,78,11,1,6,10,saojosedatapera,Phyllomedusa_nordestina,0.06,2062.5,3.834,4,66.66666667,0.006,30.43,18.6,-9.55907,-37.39052
1868,78,11,1,7,10,saojosedatapera,Phyllomedusa_nordestina,0.025,2062.5,3.446,3,120,0.006333333,30.43,18.6,-9.55907,-37.39052
1869,78,11,1,8,10,saojosedatapera,Phyllomedusa_nordestina,0.059,1875,3.245,4,67.79661017,0.00625,30.43,18.6,-9.55907,-37.39052
1870,78,11,1,9,10,saojosedatapera,Phyllomedusa_nordestina,0.056,2062.5,NA,4,71.42857143,0.006,30.43,18.6,-9.55907,-37.39052
1871,79,11,1,1,11,saojosedatapera,Phyllomedusa_nordestina,0.02,2250,3.996,3,150,0.005,35.06,18.6,-9.55907,-37.39052
1872,79,11,1,2,11,saojosedatapera,Phyllomedusa_nordestina,0.023,2250,2.054,4,173.9130435,0.005,35.06,18.6,-9.55907,-37.39052
1873,79,11,1,3,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,30.511,3,125,0.006,35.06,18.6,-9.55907,-37.39052
1874,79,11,1,4,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,5.912,3,125,0.006,35.06,18.6,-9.55907,-37.39052
1875,79,11,1,5,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,48.102,4,166.6666667,0.004,35.06,18.6,-9.55907,-37.39052
1876,79,11,1,6,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,64.723,4,166.6666667,0.003,35.06,18.6,-9.55907,-37.39052
1877,79,11,1,7,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,8.32,4,166.6666667,0.007,35.06,18.6,-9.55907,-37.39052
1878,79,11,1,8,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2250,3.903,4,166.6666667,0.005,35.06,18.6,-9.55907,-37.39052
1879,79,11,1,9,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,4.018,4,166.6666667,0.005,35.06,18.6,-9.55907,-37.39052
1880,79,11,1,10,11,saojosedatapera,Phyllomedusa_nordestina,0.022,2062.5,2.372,3,136.3636364,0.005333333,35.06,18.6,-9.55907,-37.39052
1881,79,11,1,11,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2250,2.489,3,125,0.006333333,35.06,18.6,-9.55907,-37.39052
1882,79,11,1,12,11,saojosedatapera,Phyllomedusa_nordestina,0.023,2250,2.197,3,130.4347826,0.005333333,35.06,18.6,-9.55907,-37.39052
1883,79,11,1,13,11,saojosedatapera,Phyllomedusa_nordestina,0.021,2062.5,1.943,3,142.8571429,0.005,35.06,18.6,-9.55907,-37.39052
1884,79,11,1,14,11,saojosedatapera,Phyllomedusa_nordestina,0.023,2062.5,2.381,3,130.4347826,0.005666667,35.06,18.6,-9.55907,-37.39052
1885,79,11,1,15,11,saojosedatapera,Phyllomedusa_nordestina,0.021,2062.5,1.962,3,142.8571429,0.005666667,35.06,18.6,-9.55907,-37.39052
1886,79,11,1,16,11,saojosedatapera,Phyllomedusa_nordestina,0.021,2062.5,1.84,3,142.8571429,0.005333333,35.06,18.6,-9.55907,-37.39052
1887,79,11,1,17,11,saojosedatapera,Phyllomedusa_nordestina,0.024,2062.5,1.855,3,125,0.006666667,35.06,18.6,-9.55907,-37.39052
1888,79,11,1,18,11,saojosedatapera,Phyllomedusa_nordestina,0.053,2062.5,1.859,4,75.47169811,0.00575,35.06,18.6,-9.55907,-37.39052
1889,79,11,1,19,11,saojosedatapera,Phyllomedusa_nordestina,0.061,2062.5,1.611,4,65.57377049,0.007,35.06,18.6,-9.55907,-37.39052
1890,79,11,1,20,11,saojosedatapera,Phyllomedusa_nordestina,0.055,2062.5,1.957,4,72.72727273,0.0055,35.06,18.6,-9.55907,-37.39052
1891,79,11,1,21,11,saojosedatapera,Phyllomedusa_nordestina,0.049,2062.5,1.951,4,81.63265306,0.0055,35.06,18.6,-9.55907,-37.39052
1892,79,11,1,22,11,saojosedatapera,Phyllomedusa_nordestina,0.055,2062.5,2.055,4,72.72727273,0.006,35.06,18.6,-9.55907,-37.39052
1893,79,11,1,23,11,saojosedatapera,Phyllomedusa_nordestina,0.058,2062.5,1.844,4,68.96551724,0.00575,35.06,18.6,-9.55907,-37.39052
1894,79,11,1,24,11,saojosedatapera,Phyllomedusa_nordestina,0.056,2062.5,NA,4,71.42857143,0.00625,35.06,18.6,-9.55907,-37.39052
1895,80,12,1,1,1,saomigueldoscampos,Phyllomedusa_nordestina,0.048,2062.5,1.59,4,83.33333333,0.006,35.77,25.4,-9.76727,-36.03874
1896,80,12,1,2,1,saomigueldoscampos,Phyllomedusa_nordestina,0.071,2062.5,1.956,6,84.50704225,0.005,35.77,25.4,-9.76727,-36.03874
1897,80,12,1,3,1,saomigueldoscampos,Phyllomedusa_nordestina,0.067,2062.5,2.066,5,74.62686567,0.0064,35.77,25.4,-9.76727,-36.03874
1898,80,12,1,4,1,saomigueldoscampos,Phyllomedusa_nordestina,0.067,2062.5,2.381,5,74.62686567,0.0062,35.77,25.4,-9.76727,-36.03874
1899,80,12,1,5,1,saomigueldoscampos,Phyllomedusa_nordestina,0.068,2062.5,2.737,6,88.23529412,0.004,35.77,25.4,-9.76727,-36.03874
1900,80,12,1,6,1,saomigueldoscampos,Phyllomedusa_nordestina,0.07,2062.5,241.87,5,71.42857143,0.0066,35.77,25.4,-9.76727,-36.03874
1901,80,12,1,7,1,saomigueldoscampos,Phyllomedusa_nordestina,0.031,2250,5.929,4,129.0322581,0.009,35.77,25.4,-9.76727,-36.03874
1902,80,12,1,8,1,saomigueldoscampos,Phyllomedusa_nordestina,0.054,2062.5,4.233,5,92.59259259,0.005,35.77,25.4,-9.76727,-36.03874
1903,80,12,1,9,1,saomigueldoscampos,Phyllomedusa_nordestina,0.051,2062.5,4.111,5,98.03921569,0.007,35.77,25.4,-9.76727,-36.03874
1904,80,12,1,10,1,saomigueldoscampos,Phyllomedusa_nordestina,0.052,2062.5,2.795,5,96.15384615,0.005,35.77,25.4,-9.76727,-36.03874
1905,80,12,1,11,1,saomigueldoscampos,Phyllomedusa_nordestina,0.049,2062.5,3.118,5,102.0408163,0.004,35.77,25.4,-9.76727,-36.03874
1906,80,12,1,12,1,saomigueldoscampos,Phyllomedusa_nordestina,0.048,2062.5,2.778,4,83.33333333,0.0052,35.77,25.4,-9.76727,-36.03874
1907,80,12,1,13,1,saomigueldoscampos,Phyllomedusa_nordestina,0.049,2062.5,3.728,5,102.0408163,0.008,35.77,25.4,-9.76727,-36.03874
1908,80,12,1,14,1,saomigueldoscampos,Phyllomedusa_nordestina,0.051,2250,2.172,5,98.03921569,0.007,35.77,25.4,-9.76727,-36.03874
1909,80,12,1,15,1,saomigueldoscampos,Phyllomedusa_nordestina,0.049,2062.5,2.931,5,102.0408163,0.007,35.77,25.4,-9.76727,-36.03874
1910,80,12,1,16,1,saomigueldoscampos,Phyllomedusa_nordestina,0.048,2062.5,3.141,5,104.1666667,0.003,35.77,25.4,-9.76727,-36.03874
1911,80,12,1,17,1,saomigueldoscampos,Phyllomedusa_nordestina,0.047,2062.5,2.856,5,106.3829787,0.007,35.77,25.4,-9.76727,-36.03874
1912,80,12,1,18,1,saomigueldoscampos,Phyllomedusa_nordestina,0.048,2062.5,2.423,4,83.33333333,0.0055,35.77,25.4,-9.76727,-36.03874
1913,80,12,1,19,1,saomigueldoscampos,Phyllomedusa_nordestina,0.071,2062.5,2.783,5,70.42253521,0.0058,35.77,25.4,-9.76727,-36.03874
1914,80,12,1,20,1,saomigueldoscampos,Phyllomedusa_nordestina,0.072,2062.5,NA,6,83.33333333,0.007,35.77,25.4,-9.76727,-36.03874
1915,81,12,1,1,2,saomigueldoscampos,Phyllomedusa_nordestina,0.033,2062.5,6.74,4,121.2121212,0.005,35.47,25.4,-9.76727,-36.03874
1916,81,12,1,2,2,saomigueldoscampos,Phyllomedusa_nordestina,0.024,2062.5,9.687,3,125,0.005333333,35.47,25.4,-9.76727,-36.03874
1917,81,12,1,3,2,saomigueldoscampos,Phyllomedusa_nordestina,0.03,2062.5,3.612,4,133.3333333,0.006,35.47,25.4,-9.76727,-36.03874
1918,81,12,1,4,2,saomigueldoscampos,Phyllomedusa_nordestina,0.026,2062.5,52.168,3,115.3846154,0.006666667,35.47,25.4,-9.76727,-36.03874
1919,81,12,1,5,2,saomigueldoscampos,Phyllomedusa_nordestina,0.026,2062.5,7.585,3,115.3846154,0.006666667,35.47,25.4,-9.76727,-36.03874
1920,81,12,1,6,2,saomigueldoscampos,Phyllomedusa_nordestina,0.026,2062.5,6.239,3,115.3846154,0.007333333,35.47,25.4,-9.76727,-36.03874
1921,81,12,1,7,2,saomigueldoscampos,Phyllomedusa_nordestina,0.034,1875,24.462,4,117.6470588,0.006,35.47,25.4,-9.76727,-36.03874
1922,81,12,1,8,2,saomigueldoscampos,Phyllomedusa_nordestina,0.028,2062.5,4.969,3,107.1428571,0.007,35.47,25.4,-9.76727,-36.03874
1923,81,12,1,9,2,saomigueldoscampos,Phyllomedusa_nordestina,0.031,2062.5,35.709,4,129.0322581,0.005,35.47,25.4,-9.76727,-36.03874
1924,81,12,1,10,2,saomigueldoscampos,Phyllomedusa_nordestina,0.024,2062.5,5.901,3,125,0.005333333,35.47,25.4,-9.76727,-36.03874
1925,81,12,1,11,2,saomigueldoscampos,Phyllomedusa_nordestina,0.034,2062.5,3.478,4,117.6470588,0.004,35.47,25.4,-9.76727,-36.03874
1926,81,12,1,12,2,saomigueldoscampos,Phyllomedusa_nordestina,0.022,2062.5,3.453,3,136.3636364,0.005333333,35.47,25.4,-9.76727,-36.03874
